,Quarter,CPI,fed_6_m_quarterly,fed_5_y_quarterly,Interest Rate,GDP,Housing_Index,corporate_yield,Unemployment,SandP_500,WTI_Crude_Oil_Price
62,1962Q3,30.30666666666667,0.1533333333333333,0.89412698412698412698,2.8466666666666662,609.027,,4.336666666666667,5.566666666666666,57.84841280952381,2.97
63,1962Q4,30.38,-0.0433333333333333,0.67816666666666666667,2.9233333333333333,612.28,,4.256666666666667,5.533333333333333,59.4449206031746,2.97
64,1963Q1,30.47666666666667,-0.0033333333333333,0.68557377049180327869,2.966666666666667,621.672,,4.196666666666666,5.766666666666667,65.53274169354839,2.97
65,1963Q2,30.53333333333333,0.06,0.80190476190476190476,2.9633333333333334,629.752,,4.22,5.733333333333333,69.66936501587301,2.97
66,1963Q3,30.72,0.0866666666666666,0.60968750000000000000,3.33,644.444,,4.286666666666666,5.5,70.908593640625,2.97
67,1963Q4,30.80333333333333,0.1766666666666666,0.57622950819672131148,3.453333333333333,653.938,,4.333333333333333,5.566666666666666,73.29596791935484,2.97
68,1964Q1,30.930000000000003,0.2133333333333333,0.63163934426229508197,3.4633333333333334,669.822,,4.376666666666666,5.466666666666667,77.53467764516128,2.97
69,1964Q2,30.98,0.1166666666666666,0.59218750000000000000,3.49,678.674,,4.406666666666667,5.2,80.290624609375,2.97
70,1964Q3,31.05,0.16,0.61453125000000000000,3.456666666666667,692.031,,4.41,5.0,82.88234365625,2.92
71,1964Q4,31.19333333333333,0.25,0.52393442622950819672,3.5766666666666667,697.319,,4.43,4.966666666666667,84.7161910952381,2.92
72,1965Q1,31.290000000000003,0.0066666666666666,0.17967213114754098361,3.9766666666666666,717.79,,4.42,4.9,86.57580601612902,2.92
73,1965Q2,31.49,-0.1433333333333333,0.08825396825396825397,4.079999999999999,730.191,,4.443333333333333,4.666666666666666,87.37888877777779,2.92
74,1965Q3,31.583333333333332,-0.1,0.15093750000000000000,4.076666666666667,749.323,,4.496666666666667,4.366666666666666,86.91703109375,2.92
75,1965Q4,31.75,0.16,0.37213114754098360656,4.166666666666667,771.857,,4.613333333333333,4.1,91.75190477777778,2.92
76,1966Q1,32.04666666666666,0.2133333333333333,0.39904761904761904762,4.56,795.734,,4.8133333333333335,3.8666666666666663,91.50476184126984,2.92
77,1966Q2,32.336666666666666,-0.18,0.02190476190476190476,4.913333333333333,804.981,,5.003333333333334,3.8333333333333335,88.05793653968254,2.92
78,1966Q3,32.61666666666667,-0.08,0.07875000000000000000,5.41,819.638,,5.32,3.7666666666666666,81.34140596875,2.936666666666667
79,1966Q4,32.88333333333333,-0.1533333333333333,-0.32350000000000000000,5.5633333333333335,833.302,,5.383333333333333,3.7,79.79790316129032,2.97
80,1967Q1,32.96666666666667,-0.3066666666666666,-0.11688524590163934426,4.823333333333333,844.17,,5.12,3.8333333333333335,87.10677412903226,2.99
81,1967Q2,33.166666666666664,-0.13,0.79031250000000000000,3.9899999999999998,848.983,,5.263333333333334,3.8333333333333335,91.683125359375,3.0
82,1967Q3,33.5,0.9433333333333334,1.4261904761904762,3.893333333333333,865.233,,5.616666666666667,3.8,94.43365057142857,3.046666666666667
83,1967Q4,33.86666666666667,1.096666666666667,1.5329508196721311,4.173333333333333,881.439,,6.026666666666667,3.9,94.56887072580645,3.07
